"player_id","name","year","team","kick_returns","yards_kick_returned","kick_returns_for_tds","punt_returns","yards_punt_returned","punt_returns_for_tds"
eddickson/497224,"Dickson, Ed","2016",Carolina Panthers,--,--,--,,,
jackpardee/2522716,"Pardee, Jack","1960",Los Angeles Rams,--,--,--,,,
mikejarmoluk/2517426,"Jarmoluk, Mike","1952",Philadelphia Eagles,--,--,--,,,
bobmatheson/2520323,"Matheson, Bob","1973",Miami Dolphins,--,--,--,,,
kirbyjackson/2501331,"Jackson, Kirby","1988",Buffalo Bills,--,--,--,,,
harryjacobs/2517341,"Jacobs, Harry","1966",Buffalo Bills,--,--,--,,,
harrycarson/2511167,"Carson, Harry","1980",New York Giants,--,--,--,,,
scotteaton/2513424,"Eaton, Scott","1971",New York Giants,--,--,--,,,
coltanderson/2507597,"Anderson, Colt","2015",Indianapolis Colts,"1","5","0",,,
jamalanderson/2499427,"Anderson, Jamal","1995",Atlanta Falcons,"24","541","0",,,
mikegillislee/2539663,"Gillislee, Mike","2015",Buffalo Bills,--,--,--,,,
derekhagan/2495843,"Hagan, Derek","2009",New York Giants,--,--,--,,,
jasonmccourty/89756,"McCourty, Jason","2013",Tennessee Titans,--,--,--,,,
edperry/2502447,"Perry, Ed","2005",Kansas City Chiefs,--,--,--,,,
stevekiner/2518477,"Kiner, Steve","1975",Houston Oilers,--,--,--,,,
georgeragsdale/2523696,"Ragsdale, George","1977",Tampa Bay Buccaneers,"3","68","0",,,
matthewslater/4487,"Slater, Matthew","2014",New England Patriots,"2","44","0",,,
byronchamberlain/2500044,"Chamberlain, Byron","2002",Minnesota Vikings,--,--,--,,,
tonyjerod-eddie/2534866,"Jerod-Eddie, Tony","2014",San Francisco 49ers,"1","18","0",,,
jeromesally/2524810,"Sally, Jerome","1987",Indianapolis Colts,--,--,--,,,
jimmandich/2520052,"Mandich, Jim","1977",Miami Dolphins,--,--,--,,,
willrenfro/2523966,"Renfro, Will","1960",Pittsburgh Steelers,--,--,--,,,
mikequick/2523644,"Quick, Mike","1983",Philadelphia Eagles,--,--,--,,,
rustytillman/2527432,"Tillman, Rusty","1971",Washington Redskins,"1","4","0",,,
briankelley/2518260,"Kelley, Brian","1983",New York Giants,--,--,--,,,
jasontrusnik/2507277,"Trusnik, Jason","2011",Miami Dolphins,--,--,--,,,
brandonmarshall/2495893,"Marshall, Brandon","2007",Denver Broncos,--,--,--,,,
tyronewheatley/2503605,"Wheatley, Tyrone","2000",Oakland Raiders,--,--,--,,,
earledwards/2513478,"Edwards, Earl","1969",San Francisco 49ers,"3","3","0",,,
ricardolouis/2555473,"Louis, Ricardo","2016",Cleveland Browns,"9","164","0",,,
patrickhape/2501018,"Hape, Patrick","2000",Tampa Bay Buccaneers,--,--,--,,,
otisarmstrong/2508641,"Armstrong, Otis","1978",Denver Broncos,--,--,--,,,
mattvanderbeek/2503450,"Vanderbeek, Matt","1992",Indianapolis Colts,"1","6","0",,,
rustytillman/2527432,"Tillman, Rusty","1974",Washington Redskins,"1","10","0",,,
bruceking/2518484,"King, Bruce","1987",Buffalo Bills,--,--,--,,,
bobparsons/2522806,"Parsons, Bob","1974",Chicago Bears,--,--,--,,,
jimjensen/2517513,"Jensen, Jim","1982",Green Bay Packers,--,--,--,,,
danieladongo/2542272,"Adongo, Daniel","2015",Indianapolis Colts,--,--,--,,,
calaiscampbell/744,"Campbell, Calais","2012",Arizona Cardinals,--,--,--,,,
williamfloyd/2500659,"Floyd, William","1994",San Francisco 49ers,--,--,--,,,
dougchapman/2504317,"Chapman, Doug","2001",Minnesota Vikings,--,--,--,,,
zurlontipton/2550407,"Tipton, Zurlon","2014",Indianapolis Colts,--,--,--,,,
rashadjennings/71345,"Jennings, Rashad","2009",Jacksonville Jaguars,"3","56","0",,,
ki-janacarter/2500016,"Carter, Ki-Jana","2003",New Orleans Saints,--,--,--,,,
chrispantale/2539208,"Pantale, Chris","2013",New York Jets,--,--,--,,,
dorseylevens/2501734,"Levens, Dorsey","2002",Philadelphia Eagles,"1","24","0",,,
denardrobinson/2539260,"Robinson, Denard","2016",Jacksonville Jaguars,"1","13","0",,,
williescott/2525233,"Scott, Willie","1982",Kansas City Chiefs,--,--,--,,,
raymay/2520415,"May, Ray","1971",Baltimore Colts,--,--,--,,,
raymondchester/2511421,"Chester, Raymond","1979",Oakland Raiders,--,--,--,,,
billynewsome/2522107,"Newsome, Billy","1977",Chicago Bears,--,--,--,,,
richardharris/2515980,"Harris, Richard","1974",Chicago Bears,--,--,--,,,
kellendavis/2507486,"Davis, Kellen","2011",Chicago Bears,--,--,--,,,
chukienwokorie/2502321,"Nwokorie, Chukie","2000",Indianapolis Colts,--,--,--,,,
marcedwards/2500517,"Edwards, Marc","2001",New England Patriots,"1","23","0",,,
kimovonoelhoffen/2503479,"von Oelhoffen, Kimo","1999",Cincinnati Bengals,--,--,--,,,
jimmykleinsasser/2501633,"Kleinsasser, Jimmy","2010",Minnesota Vikings,"0","0","0",,,
raymay/2520415,"May, Ray","1974",Denver Broncos,--,--,--,,,
samseale/2502881,"Seale, Sam","1986",Los Angeles Raiders,--,--,--,,,
jimcheyunski/2511426,"Cheyunski, Jim","1968",Boston Patriots,"1","0","0",,,
richardharris/2515980,"Harris, Richard","1971",Philadelphia Eagles,"2","28","0",,,
jacobtamme/324,"Tamme, Jacob","2015",Atlanta Falcons,--,--,--,,,
curleyjohnson/2517677,"Johnson, Curley","1965",New York Jets,--,--,--,,,
timfoley/2514194,"Foley, Tim","1977",Miami Dolphins,--,--,--,,,
jimmyallen/2508378,"Allen, Jimmy","1981",Detroit Lions,--,--,--,,,
kimovonoelhoffen/2503479,"von Oelhoffen, Kimo","2003",Pittsburgh Steelers,--,--,--,,,
montellowens/2506817,"Owens, Montell","2010",Jacksonville Jaguars,"1","22","0",,,
a.j.johnson/2501405,"Johnson, A.J.","1993",Washington Redskins,--,--,--,,,
stevesewell/2502901,"Sewell, Steve","1985",Denver Broncos,"1","29","0",,,
phillipdaniels/2500287,"Daniels, Phillip","2009",Washington Redskins,--,--,--,,,
kennyjackson/2517278,"Jackson, Kenny","1991",Philadelphia Eagles,--,--,--,,,
jerryinman/2517169,"Inman, Jerry","1967",Denver Broncos,--,--,--,,,
anthonythompson/2527308,"Thompson, Anthony","1993",Los Angeles Rams,--,--,--,,,
rashadross/2541940,"Ross, Rashad","2014",Chicago Bears,"5","106","0",,,
danland/2501684,"Land, Dan","1992",Los Angeles Raiders,"2","27","0",,,
devinsmith/2553434,"Smith, Devin","2016",New York Jets,--,--,--,,,
vicwashington/2528320,"Washington, Vic","1973",San Francisco 49ers,"24","549","0",,,
kennyjackson/2517278,"Jackson, Kenny","1989",Houston Oilers,--,--,--,,,
ki-janacarter/2500016,"Carter, Ki-Jana","1999",Cincinnati Bengals,--,--,--,,,
billycampfield/2510999,"Campfield, Billy","1978",Philadelphia Eagles,"18","368","0",,,
jackpardee/2522716,"Pardee, Jack","1958",Los Angeles Rams,--,--,--,,,
bryanjohnson/2503996,"Johnson, Bryan","2000",Washington Redskins,--,--,--,,,
jimwelch/2528488,"Welch, Jim","1966",Baltimore Colts,--,--,--,,,
waltrankin/2523745,"Rankin, Walt","1943",Chicago Cardinals,"4","57","0",,,
lynncain/2510907,"Cain, Lynn","1980",Atlanta Falcons,--,--,--,,,
waynehaddix/2515549,"Haddix, Wayne","1991",Tampa Bay Buccaneers,--,--,--,,,
waynehaddix/2515549,"Haddix, Wayne","1991",Cincinnati Bengals,--,--,--,,,
cliffaberson/2508159,"Aberson, Cliff","1946",Green Bay Packers,"3","69","0",,,
donaldlee/2505451,"Lee, Donald","2006",Green Bay Packers,--,--,--,,,
tashardchoice/1970,"Choice, Tashard","2010",Dallas Cowboys,"3","61","0",,,
larrykinnebrew/2518526,"Kinnebrew, Larry","1989",Buffalo Bills,--,--,--,,,
michaelball/2499511,"Ball, Michael","1991",Indianapolis Colts,--,--,--,,,
bishopsankey/2543682,"Sankey, Bishop","2015",Tennessee Titans,"9","192","0",,,
stevedeossie/2500374,"DeOssie, Steve","1985",Dallas Cowboys,--,--,--,,,
derrickned/2502268,"Ned, Derrick","1994",New Orleans Saints,"7","77","0",,,
calvinmagee/2519959,"Magee, Calvin","1985",Tampa Bay Buccaneers,"2","20","0",,,
dequincyscott/2504514,"Scott, DeQuincy","2003",San Diego Chargers,"1","9","0",,,
billyharris/2515995,"Harris, Billy","1969",Minnesota Vikings,"1","23","0",,,
michaelball/2499511,"Ball, Michael","1989",Indianapolis Colts,--,--,--,,,
lukelawton/2505826,"Lawton, Luke","2006",Indianapolis Colts,--,--,--,,,
ralphpasquariello/2522819,"Pasquariello, Ralph","1952",Chicago Cardinals,"1","13","0",,,
larryvisnic/2527985,"Visnic, Larry","1945",New York Giants,"1","0","0",,,
briankinchen/2501612,"Kinchen, Brian","1995",Cleveland Browns,--,--,--,,,
jackpardee/2522716,"Pardee, Jack","1957",Los Angeles Rams,"3","21","0",,,
mikezordich/2503863,"Zordich, Mike","1991",Phoenix Cardinals,--,--,--,,,
ki-janacarter/2500016,"Carter, Ki-Jana","2004",New Orleans Saints,--,--,--,,,
michaelyoung/2504446,"Young, Michael","2003",Arizona Cardinals,--,--,--,,,
donmccauley/2520537,"McCauley, Don","1972",Baltimore Colts,"13","377","1",,,
atiyyahellison/2506428,"Ellison, Atiyyah","2005",Carolina Panthers,--,--,--,,,
mikemcbath/2520473,"McBath, Mike","1969",Buffalo Bills,--,--,--,,,
marcuseasley/497286,"Easley, Marcus","2015",Buffalo Bills,--,--,--,,,
mikezordich/2503863,"Zordich, Mike","1989",Phoenix Cardinals,--,--,--,,,
ronnieharmon/2501030,"Harmon, Ronnie","1986",Buffalo Bills,"18","321","0",,,
jodyschulz/2525139,"Schulz, Jody","1983",Philadelphia Eagles,--,--,--,,,
robcarpenter/2511111,"Carpenter, Rob","1984",New York Giants,--,--,--,,,
dickleftridge/2519313,"Leftridge, Dick","1966",Pittsburgh Steelers,"1","10","0",,,
matthewmulligan/2507405,"Mulligan, Matthew","2013",New England Patriots,--,--,--,,,
chrisconley/2552652,"Conley, Chris","2016",Kansas City Chiefs,--,--,--,,,
lorenzoneal/2502265,"Neal, Lorenzo","1995",New Orleans Saints,"2","28","0",,,
rustychambers/2511327,"Chambers, Rusty","1977",Miami Dolphins,--,--,--,,,
scottradecic/2502575,"Radecic, Scott","1993",Indianapolis Colts,"1","10","0",,,
francoharris/2515931,"Harris, Franco","1982",Pittsburgh Steelers,--,--,--,,,
jerryellison/2500542,"Ellison, Jerry","1996",Tampa Bay Buccaneers,"0","0","0",,,
kennydaniel/2512432,"Daniel, Kenny","1984",New York Giants,"1","52","0",,,
frankliebel/2519494,"Liebel, Frank","1945",New York Giants,--,--,--,,,
garybarnidge/1060,"Barnidge, Gary","2009",Carolina Panthers,"1","16","0",,,
orlandothomas/2503317,"Thomas, Orlando","2000",Minnesota Vikings,"1","15","0",,,
buckokilroy/2518443,"Kilroy, Bucko","1952",Philadelphia Eagles,--,--,--,,,
jackferrante/2513969,"Ferrante, Jack","1947",Philadelphia Eagles,"7","99","0",,,
kenfantetti/2513819,"Fantetti, Ken","1981",Detroit Lions,--,--,--,,,
joshboyce/2540181,"Boyce, Josh","2013",New England Patriots,"9","214","0",,,
theoriddick/2540020,"Riddick, Theo","2014",Detroit Lions,--,--,--,,,
chrisgedney/2500784,"Gedney, Chris","1993",Chicago Bears,--,--,--,,,
jimmiegiles/2514874,"Giles, Jimmie","1981",Tampa Bay Buccaneers,--,--,--,,,
ervinrandle/2502580,"Randle, Ervin","1990",Tampa Bay Buccaneers,--,--,--,,,
jamesdevelin/2508101,"Develin, James","2013",New England Patriots,--,--,--,,,
richieanderson/2499433,"Anderson, Richie","1993",New York Jets,"4","66","0",,,
bobbyjackfloyd/2514172,"Floyd, Bobby Jack","1953",Chicago Bears,--,--,--,,,
chrisgocong/2495837,"Gocong, Chris","2008",Philadelphia Eagles,--,--,--,,,
robinearl/2513401,"Earl, Robin","1979",Chicago Bears,--,--,--,,,
seanlissemore/1037896,"Lissemore, Sean","2012",Dallas Cowboys,--,--,--,,,
reggielanghorne/2501694,"Langhorne, Reggie","1991",Cleveland Browns,--,--,--,,,
morannorris/2504757,"Norris, Moran","2009",San Francisco 49ers,"1","0","0",,,
jeffdemps/2532831,"Demps, Jeff","2013",Tampa Bay Buccaneers,"4","93","0",,,
haroldhart/2516024,"Hart, Harold","1978",Oakland Raiders,"11","252","0",,,
tomfinnin/2514043,"Finnin, Tom","1955",Baltimore Colts,--,--,--,,,
mikesellers/2502894,"Sellers, Mike","2010",Washington Redskins,"7","82","0",,,
reggielanghorne/2501694,"Langhorne, Reggie","1989",Cleveland Browns,--,--,--,,,
dequincyscott/2504514,"Scott, DeQuincy","2004",San Diego Chargers,--,--,--,,,
jeromepathon/2502417,"Pathon, Jerome","2001",Indianapolis Colts,"1","13","0",,,
jerryrice/2502642,"Rice, Jerry","2002",Oakland Raiders,--,--,--,,,
steveowens/2522625,"Owens, Steve","1971",Detroit Lions,--,--,--,,,
standavid/2512495,"David, Stan","1987",Denver Broncos,--,--,--,,,
patthomas/2527276,"Thomas, Pat","1982",Los Angeles Rams,--,--,--,,,
justinhardy/2552418,"Hardy, Justin","2015",Atlanta Falcons,--,--,--,,,
courtneytaylor/2495755,"Taylor, Courtney","2008",Seattle Seahawks,--,--,--,,,
russelldavis/2512629,"Davis, Russell","1982",Pittsburgh Steelers,--,--,--,,,
devinaromashodu/2495800,"Aromashodu, Devin","2008",Chicago Bears,--,--,--,,,
steveowens/2522625,"Owens, Steve","1974",Detroit Lions,--,--,--,,,
dwightanderson/2505730,"Anderson, Dwight","2004",St. Louis Rams,"4","71","0",,,
joemarconi/2520127,"Marconi, Joe","1959",Los Angeles Rams,--,--,--,,,
brandonmarshall/2495893,"Marshall, Brandon","2013",Chicago Bears,"1",-8,"0",,,
jerryevans/2500570,"Evans, Jerry","1994",Denver Broncos,"1","6","0",,,
kimovonoelhoffen/2503479,"von Oelhoffen, Kimo","2004",Pittsburgh Steelers,--,--,--,,,
daveatkins/2508709,"Atkins, Dave","1973",San Francisco 49ers,"3","93","0",,,
tomkeating/2518207,"Keating, Tom","1967",Oakland Raiders,--,--,--,,,
johnrichardson/2524112,"Richardson, John","1973",St. Louis Cardinals,--,--,--,,,
c.j.wallace/2507049,"Wallace, C.J.","2008",Seattle Seahawks,--,--,--,,,
franksantora/2524912,"Santora, Frank","1944",Boston Yanks,"1","27","0",,,
geraldcarter/2511184,"Carter, Gerald","1985",Tampa Bay Buccaneers,--,--,--,,,
erronkinney/2504270,"Kinney, Erron","2001",Tennessee Titans,"1","14","0",,,
juwanthompson/2550263,"Thompson, Juwan","2016",Denver Broncos,--,--,--,,,
weegiethompson/2527374,"Thompson, Weegie","1984",Pittsburgh Steelers,--,--,--,,,
robgronkowski/497240,"Gronkowski, Rob","2011",New England Patriots,"1","11","0",,,
marionbarber/2508980,"Barber, Marion","1984",New York Jets,--,--,--,,,
orlandoscandrick/2307,"Scandrick, Orlando","2010",Dallas Cowboys,--,--,--,,,
rongeorge/2500790,"George, Ron","1995",Atlanta Falcons,"3","45","0",,,
bernieerickson/2513679,"Erickson, Bernie","1967",San Diego Chargers,"1","0","0",,,
kevinwalter/2505453,"Walter, Kevin","2011",Houston Texans,--,--,--,,,
markvaneeghen/2527862,"van Eeghen, Mark","1980",Oakland Raiders,--,--,--,,,
randybaldwin/2499508,"Baldwin, Randy","1996",Baltimore Ravens,"20","405","0",,,
raywehba/2528457,"Wehba, Ray","1943",Brooklyn Dodgers,"1","15","0",,,
jimtaylor/2527090,"Taylor, Jim","1958",Green Bay Packers,"7","185","0",,,
marknichols/2522127,"Nichols, Mark","1987",Detroit Lions,--,--,--,,,
horaceking/2518502,"King, Horace","1979",Detroit Lions,"2","36","0",,,
jeffqueen/2523640,"Queen, Jeff","1972",Oakland Raiders,--,--,--,,,
tonyreed/2523852,"Reed, Tony","1980",Kansas City Chiefs,--,--,--,,,
alexurban/2527804,"Urban, Alex","1944",Green Bay Packers,"1","20","0",,,
tomwalters/2528189,"Walters, Tom","1964",Washington Redskins,--,--,--,,,
brandonnoble/2502298,"Noble, Brandon","2005",Washington Redskins,--,--,--,,,
bobbyhamilton/2500986,"Hamilton, Bobby","1999",New York Jets,--,--,--,,,
deemackey/2519919,"Mackey, Dee","1961",Baltimore Colts,"1","6","0",,,
markcampbell/2499978,"Campbell, Mark","2008",New Orleans Saints,"1","0","0",,,
flipperanderson/2499436,"Anderson, Flipper","1991",Los Angeles Rams,--,--,--,,,
stephendavis/2500329,"Davis, Stephen","1996",Washington Redskins,--,--,--,,,
paulturner/2556785,"Turner, Paul","2016",Philadelphia Eagles,"1","11","0",,,
derrickgaffney/2514525,"Gaffney, Derrick","1979",New York Jets,--,--,--,,,
dwightlowery/280,"Lowery, Dwight","2010",New York Jets,"2","26","0",,,
raymay/2520415,"May, Ray","1969",Pittsburgh Steelers,--,--,--,,,
scottdierking/2512923,"Dierking, Scott","1978",New York Jets,--,--,--,,,
keyuntadawson/2507255,"Dawson, Keyunta","2008",Indianapolis Colts,"1","11","0",,,
da'relscott/2495227,"Scott, Da'Rel","2012",New York Giants,--,--,--,,,
jamesharrell/2515886,"Harrell, James","1980",Detroit Lions,--,--,--,,,
jakereed/2502609,"Reed, Jake","2001",Minnesota Vikings,--,--,--,,,
windlanhall/2515659,"Hall, Windlan","1974",San Francisco 49ers,--,--,--,,,
flipperanderson/2499436,"Anderson, Flipper","1989",Los Angeles Rams,--,--,--,,,
miketeeter/2503272,"Teeter, Mike","1993",Houston Oilers,--,--,--,,,
barryfoster/2500688,"Foster, Barry","1993",Pittsburgh Steelers,--,--,--,,,
justintrattou/2530868,"Trattou, Justin","2013",New York Giants,--,--,--,,,
justintrattou/2530868,"Trattou, Justin","2013",Minnesota Vikings,--,--,--,,,
adaliusthomas/2504209,"Thomas, Adalius","2000",Baltimore Ravens,--,--,--,,,
chucknoll/2522216,"Noll, Chuck","1954",Cleveland Browns,--,--,--,,,
rogerleclerc/2519247,"LeClerc, Roger","1967",Denver Broncos,--,--,--,,,
criscarter/2500011,"Carter, Cris","1990",Minnesota Vikings,--,--,--,,,
dicklebeau/2519235,"LeBeau, Dick","1967",Detroit Lions,--,--,--,,,
bennyjohnson/2517569,"Johnson, Benny","1972",Houston Oilers,"13","230","0",,,
kerrycarter/2505376,"Carter, Kerry","2004",Seattle Seahawks,"21","448","0",,,
toddfowler/2514304,"Fowler, Todd","1986",Dallas Cowboys,--,--,--,,,
leonardjohnson/2532878,"Johnson, Leonard","2015",New England Patriots,--,--,--,,,
jackiebattle/2507278,"Battle, Jackie","2007",Kansas City Chiefs,--,--,--,,,
earledwards/2513478,"Edwards, Earl","1974",Buffalo Bills,--,--,--,,,
edwest/2503597,"West, Ed","1984",Green Bay Packers,--,--,--,,,
abryjones/2539230,"Jones, Abry","2014",Jacksonville Jaguars,--,--,--,,,
altietaylor/2527059,"Taylor, Altie","1973",Detroit Lions,"12","295","0",,,
chestertaylor/2505181,"Taylor, Chester","2010",Chicago Bears,--,--,--,,,
haroldwells/2528507,"Wells, Harold","1968",Philadelphia Eagles,--,--,--,,,
j.r.redmond/2504322,"Redmond, J.R.","2001",New England Patriots,"2","57","0",,,
muhammadoliver/2502357,"Oliver, Muhammad","1996",Washington Redskins,--,--,--,,,
johnneidert/2521995,"Neidert, John","1969",New York Jets,--,--,--,,,
earledwards/2513478,"Edwards, Earl","1971",San Francisco 49ers,--,--,--,,,
dannywoodhead/4327,"Woodhead, Danny","2012",New England Patriots,"2","43","0",,,
bobbybell/2509368,"Bell, Bobby","1967",Kansas City Chiefs,--,--,--,,,
edkhayat/2518410,"Khayat, Ed","1961",Philadelphia Eagles,--,--,--,,,
tomscott/2525226,"Scott, Tom","1953",Philadelphia Eagles,"1","0","0",,,
dimitripatterson/2506600,"Patterson, Dimitri","2006",Minnesota Vikings,--,--,--,,,
deroncherry/2500055,"Cherry, Deron","1987",Kansas City Chiefs,--,--,--,,,
mikealstott/2499410,"Alstott, Mike","2004",Tampa Bay Buccaneers,--,--,--,,,
alvinmaxson/2520402,"Maxson, Alvin","1976",New Orleans Saints,"11","191","0",,,
anthonydavis/2512512,"Davis, Anthony","1977",Tampa Bay Buccaneers,"15","277","0",,,
britthager/2500953,"Hager, Britt","1994",Philadelphia Eagles,--,--,--,,,
eugenesims/1037852,"Sims, Eugene","2010",St. Louis Rams,--,--,--,,,
bobklein/2518595,"Klein, Bob","1975",Los Angeles Rams,--,--,--,,,
rodneyhampton/2501002,"Hampton, Rodney","1993",New York Giants,--,--,--,,,
aaronripkowski/2552477,"Ripkowski, Aaron","2015",Green Bay Packers,"1","0","0",,,
keithwashington/2503553,"Washington, Keith","1997",Baltimore Ravens,--,--,--,,,
ericedwards/2505768,"Edwards, Eric","2005",Arizona Cardinals,--,--,--,,,
lorenzoneal/2502265,"Neal, Lorenzo","2008",Baltimore Ravens,"1","2","0",,,
johnsawyer/2524965,"Sawyer, John","1977",Seattle Seahawks,--,--,--,,,
stevenjackson/2505936,"Jackson, Steven","2009",St. Louis Rams,--,--,--,,,
kentwanbalmer/188,"Balmer, Kentwan","2011",Washington Redskins,--,--,--,,,
coreysears/2502885,"Sears, Corey","2000",Arizona Cardinals,--,--,--,,,
mikedennis/2512800,"Dennis, Mike","1969",Los Angeles Rams,--,--,--,,,
billyharris/2515995,"Harris, Billy","1971",New Orleans Saints,--,--,--,,,
gregallen/2508375,"Allen, Greg","1986",Tampa Bay Buccaneers,"1","21","0",,,
brettbech/2499591,"Bech, Brett","1996",New Orleans Saints,--,--,--,,,
roynellyoung/2529577,"Young, Roynell","1980",Philadelphia Eagles,--,--,--,,,
johnnyrembert/2502629,"Rembert, Johnny","1987",New England Patriots,--,--,--,,,
rexburkhead/2539265,"Burkhead, Rex","2016",Cincinnati Bengals,"6","114","0",,,
ronrivera/2502679,"Rivera, Ron","1985",Chicago Bears,--,--,--,,,
mattchatham/2500051,"Chatham, Matt","2007",New York Jets,"1","5","0",,,
robninkovich/2495920,"Ninkovich, Rob","2010",New England Patriots,--,--,--,,,
mycolepruitt/2552401,"Pruitt, MyCole","2015",Minnesota Vikings,"1","12","0",,,
joelewis/2519453,"Lewis, Joe","1960",Pittsburgh Steelers,--,--,--,,,
bobgain/2514537,"Gain, Bob","1957",Cleveland Browns,--,--,--,,,
fredbaxter/2499580,"Baxter, Fred","1994",New York Jets,"1","20","0",,,
jarretjohnson/2505641,"Johnson, Jarret","2014",San Diego Chargers,--,--,--,,,
derrickramsey/2523713,"Ramsey, Derrick","1987",Detroit Lions,--,--,--,,,
tommyvardell/2503455,"Vardell, Tommy","1993",Cleveland Browns,"4","58","0",,,
mikelind/2519517,"Lind, Mike","1966",Pittsburgh Steelers,"1","15","0",,,
anthonybell/2499598,"Bell, Anthony","1992",Los Angeles Raiders,--,--,--,,,
stanwallace/2528153,"Wallace, Stan","1957",Chicago Bears,--,--,--,,,
adrianpeterson/2507164,"Peterson, Adrian","2009",Minnesota Vikings,--,--,--,,,
mikekarney/2505991,"Karney, Mike","2010",St. Louis Rams,"1","17","0",,,
chadlevitt/2501736,"Levitt, Chad","1999",St. Louis Rams,--,--,--,,,
antonioperkins/2506441,"Perkins, Antonio","2006",Cleveland Browns,--,--,--,,,
bobbyhamilton/2500986,"Hamilton, Bobby","2003",New England Patriots,--,--,--,,,
jaynovacek/2502312,"Novacek, Jay","1996",Dallas Cowboys,--,--,--,,,
kerrycarter/2505376,"Carter, Kerry","2003",Seattle Seahawks,"8","185","0",,,
briancabral/2510881,"Cabral, Brian","1986",Chicago Bears,--,--,--,,,
dontemoncrief/2543614,"Moncrief, Donte","2014",Indianapolis Colts,--,--,--,,,
dwaynesabb/2502799,"Sabb, Dwayne","1993",New England Patriots,"2","0","0",,,
scottgalbraith/2500740,"Galbraith, Scott","1997",Dallas Cowboys,"2","24","0",,,
byronhanspard/2501017,"Hanspard, Byron","1999",Atlanta Falcons,--,--,--,,,
lenziejackson/2501333,"Jackson, Lenzie","2000",Cleveland Browns,"9","168","0",,,
o.j.santiago/2502829,"Santiago, O.J.","2003",Oakland Raiders,"1","9","0",,,
wraycarlton/2511085,"Carlton, Wray","1967",Buffalo Bills,--,--,--,,,
jimkovach/2518765,"Kovach, Jim","1983",New Orleans Saints,--,--,--,,,
harrybabcock/2508791,"Babcock, Harry","1953",San Francisco 49ers,"2","3","0",,,
danklecko/2505471,"Klecko, Dan","2005",New England Patriots,--,--,--,,,
henrymatthews/2520364,"Matthews, Henry","1973",New Orleans Saints,--,--,--,,,
henrymatthews/2520364,"Matthews, Henry","1973",Atlanta Falcons,--,--,--,,,
marvfleming/2514133,"Fleming, Marv","1964",Green Bay Packers,--,--,--,,,
traviskirschke/2501628,"Kirschke, Travis","2007",Pittsburgh Steelers,--,--,--,,,
travisdavis/2500333,"Davis, Travis","1997",Jacksonville Jaguars,"1","9","0",,,
mikealstott/2499410,"Alstott, Mike","1999",Tampa Bay Buccaneers,"1","19","0",,,
roneast/2513419,"East, Ron","1970",Dallas Cowboys,--,--,--,,,
bobgain/2514537,"Gain, Bob","1958",Cleveland Browns,--,--,--,,,
stevewatson/2528368,"Watson, Steve","1981",Denver Broncos,--,--,--,,,
gregdelong/2500363,"DeLong, Greg","1997",Minnesota Vikings,--,--,--,,,
jimwelch/2528488,"Welch, Jim","1960",Baltimore Colts,"4","80","0",,,
jimlaslavic/2519122,"Laslavic, Jim","1982",Green Bay Packers,--,--,--,,,
stanwallace/2528153,"Wallace, Stan","1958",Chicago Bears,--,--,--,,,
richardosborne/2522565,"Osborne, Richard","1979",St. Louis Cardinals,--,--,--,,,
jackdoyle/2540232,"Doyle, Jack","2015",Indianapolis Colts,"2","22","0",,,
roberttate/2503244,"Tate, Robert","1998",Minnesota Vikings,"2","43","0",,,
anthonyfasano/2495835,"Fasano, Anthony","2015",Tennessee Titans,--,--,--,,,
dwayneo'steen/2522577,"O'Steen, Dwayne","1983",Tampa Bay Buccaneers,"2","30","0",,,
dwayneo'steen/2522577,"O'Steen, Dwayne","1983",Green Bay Packers,--,--,--,,,
mikemcbath/2520473,"McBath, Mike","1971",Buffalo Bills,--,--,--,,,
gregbell/2509348,"Bell, Greg","1987",Buffalo Bills,--,--,--,,,
gregbell/2509348,"Bell, Greg","1987",Los Angeles Rams,--,--,--,,,
mikeanderson/2504210,"Anderson, Mike","2007",Baltimore Ravens,"2","10","0",,,
dondavey/2500298,"Davey, Don","1996",Jacksonville Jaguars,--,--,--,,,
jayprosch/2543695,"Prosch, Jay","2015",Houston Texans,--,--,--,,,
damienwilliams/2550512,"Williams, Damien","2016",Miami Dolphins,"2","32","0",,,
dougatkins/2508710,"Atkins, Doug","1961",Chicago Bears,--,--,--,,,
londonfletcher/2500650,"Fletcher, London","2000",St. Louis Rams,"1","17","0",,,
jeromeharrison/2495849,"Harrison, Jerome","2008",Cleveland Browns,--,--,--,,,
jamescasey/71247,"Casey, James","2011",Houston Texans,"1","0","0",,,
chrisjohnson/2505465,"Johnson, Chris","2007",Oakland Raiders,--,--,--,,,
genelipscomb/2519561,"Lipscomb, Gene","1959",Baltimore Colts,--,--,--,,,
roncarpenter/2499996,"Carpenter, Ron","1998",St. Louis Rams,--,--,--,,,
donharris/2515920,"Harris, Don","1979",Washington Redskins,"6","80","0",,,
brentnovoselsky/2502315,"Novoselsky, Brent","1992",Minnesota Vikings,--,--,--,,,
nickbellore/2495262,"Bellore, Nick","2013",New York Jets,"1","0","0",,,
calpeterson/2523087,"Peterson, Cal","1982",Los Angeles Raiders,--,--,--,,,
joffreyreynolds/2505246,"Reynolds, Joffrey","2003",St. Louis Rams,"6","109","0",,,
